#{"t_start": 1607735214.9873712, "env_id": null}
r,l,t
2768.932254,489,16235.491273
-1484.049401,489,16235.865551
2944.63068,614,16236.332153
1299.574331,422,16236.660237
3579.758943,951,16238.292434
-658.608449,524,16238.695046
-3330.805558,815,16239.313941
10083.395407,2002,16241.705098
-2871.203548,524,16243.032206
13741.222048,2002,16245.414988
10606.362027,2002,16247.797554
27088.013064,2002,16250.181704
18951.551985,2002,16252.570547
35889.243058,2002,16254.952234
30038.630088,2002,16257.342637
30106.721104,2002,16259.72539
39816.000291,2002,16262.114192
40894.463409,2002,16264.498116
39953.573922,2002,16265.969513
39101.315696,2002,16268.357733
38610.990943,2002,16270.746302
39952.273198,2002,16273.136957
41128.128565,2002,16275.523672
40168.341502,2002,16277.914963
38379.923706,2002,16280.305988
35937.649624,2002,16282.694417
41222.319887,2002,16285.091667
39892.307693,2002,16287.479795
36326.855326,2002,16289.874404
37129.980476,2002,16292.261886
41308.207784,2002,16294.649243
38919.031496,2002,16297.039557
40195.442081,2002,16299.444034
38852.263645,2002,16301.851096
35885.268731,2002,16304.250736
33212.962423,2002,16306.637921
39901.048754,2002,16309.033205
41008.834647,2002,16311.424026
39201.976406,2002,16313.815629
38950.683639,2002,16316.205637
41108.225578,2002,16318.59865
37608.023107,2002,16321.005519
38199.137581,2002,16323.392922
40083.963374,2002,16325.796791
35630.534042,2002,16328.194787
38633.907727,2002,16330.582271
38129.234016,2002,16332.979377
34149.161166,2002,16335.377991
41128.000569,2002,16337.767258
37655.318441,2002,16340.155259
40863.466799,2002,16342.561988
40378.557414,2002,16344.950325
40806.388458,2002,16347.331629
41189.434729,2002,16349.721315
40370.302993,2002,16352.110535
38034.820815,2002,16354.503195
41164.25648,2002,16356.892252
41248.68605,2002,16359.286334
41203.339545,2002,16361.688035
41174.846033,2002,16364.077621
40446.180751,2002,16366.470187
39597.479052,2002,16368.863086
39794.194645,2002,16371.254508
39325.38976,2002,16372.720551
39819.699622,2002,16375.114306
41278.39972,2002,16377.494456
39832.836459,2002,16379.910824
39106.180545,2002,16382.30059
39933.408406,2002,16384.684815
40423.760223,2002,16387.070582
35296.286065,2002,16389.462781
36808.405017,2002,16391.849296
41208.802127,2002,16394.240291
39959.086117,2002,16396.626397
39073.367024,2002,16399.015136
41125.452781,2002,16401.411718
38783.832766,2002,16403.803755
39887.134998,2002,16406.197623
39753.174949,2002,16408.591916
40320.265396,2002,16410.976777
41227.957637,2002,16413.365036
40262.705895,2002,16415.752274
39192.483731,2002,16418.143506
41162.247732,2002,16420.545949
39439.919905,2002,16422.937305
40176.46708,2002,16425.33673
38192.840945,2002,16427.726247
41059.817623,2002,16430.113451
40058.015768,2002,16432.50416
40712.514661,2002,16434.895266
41290.535054,2002,16477.202213
41313.245193,2002,16479.600439
39864.12821,2002,16481.996253
39451.508002,2002,16484.396333
40020.862838,2002,16486.796538
40979.912708,2002,16489.19067
41334.877769,2002,16491.584084
40554.241783,2002,16493.975122
40212.903088,2002,16496.368179
41276.214925,2002,16498.754922
40446.180285,2002,16501.169616
40120.432034,2002,16503.563193
40840.97429,2002,16505.949136
40904.195353,2002,16508.337399
36732.585962,2002,16510.722284
33888.33385,2002,16513.108243
31723.009561,2002,16515.489287
39597.953913,2002,16517.895061
34674.159511,2002,16520.295212
41080.906566,2002,16522.682639
38263.960362,2002,16525.069287
18270.583354,1210,16526.886544
20133.776372,1231,16527.794918
18346.27646,1192,16529.604405
40536.076344,2002,16531.988105
39499.929711,2002,16534.374256
40240.077903,2002,16536.754197
39521.632295,2002,16539.149621
41249.647218,2002,16541.539409
41265.802741,2002,16543.988376
38070.376226,2002,16546.387006
39867.511804,2002,16548.777422
41141.963909,2002,16551.169568
40299.722529,2002,16553.562425
33492.05837,2002,16555.950405
37606.78184,2002,16558.43026
39846.093337,2002,16560.858764
41156.623671,2002,16562.334917
40407.769492,2002,16564.740253
41262.760071,2002,16567.137723
39768.806817,2002,16569.550761
39266.550267,2002,16571.939638
39634.540579,2002,16574.329491
41196.858909,2002,16576.721736
39456.757115,2002,16579.112684
39510.464953,2002,16581.505275
41183.679044,2002,16583.899567
41246.466816,2002,16586.339267
39926.458074,2002,16588.732923
41164.629261,2002,16591.128093
40227.816102,2002,16593.535987
40837.580113,2002,16595.925237
39914.874605,2002,16598.322399
41032.371761,2002,16600.712015
41186.318693,2002,16603.104857
39401.040682,2002,16605.497364
41180.096464,2002,16607.891029
41232.748602,2002,16610.278643
41269.035535,2002,16612.690892
39925.668761,2002,16615.078398
40741.663747,2002,16617.581006
41081.490033,2002,16619.971613
39885.773794,2002,16622.361163
38644.039466,2002,16624.792916
39771.952556,2002,16627.198039
41082.504669,2002,16629.594645
39422.424559,2002,16631.990319
41203.95099,2002,16634.388701
40150.850499,2002,16636.791634
41228.742415,2002,16639.193341
38305.813086,2002,16641.594209
40375.732416,2002,16643.982359
41108.694328,2002,16646.379541
39922.773233,2002,16648.866979
41223.003668,2002,16651.308286
36344.346146,2002,16653.700617
30672.330682,2002,16656.084954
39921.225372,2002,16658.489851
32586.940378,2002,16660.897252
29945.442675,2002,16663.278197
38655.373277,2002,16665.684485
39006.921313,2002,16667.151544
39660.623694,2002,16669.548289
38973.367148,2002,16671.946621
34151.318769,2002,16674.339085
33569.423799,2002,16676.739891
40264.574961,2002,16679.138286
40371.840611,2002,16681.532671
40158.890436,2002,16683.917332
41157.659607,2002,16686.318332
41166.572691,2002,16688.731549
40282.004816,2002,16691.137563
41250.263443,2002,16693.529113
41231.382112,2002,16695.924214
40294.171715,2002,16698.309008
41241.873639,2002,16700.704203
40222.818805,2002,16703.108516
41232.129789,2002,16705.530755
39523.709955,2002,16707.921718
39872.782394,2002,16710.303666
41190.33859,2002,16712.686918
40888.834421,2002,16715.078726
40969.893624,2002,16717.459787
41170.309043,2002,16719.857801
39598.177871,2002,16722.252823
41150.716386,2002,16724.639334
41011.443111,2002,16727.031457
40949.610685,2002,16729.410328
39754.655101,2002,16731.800332
39321.159576,2002,16734.185595
40455.821538,2002,16736.576458
39345.635472,2002,16738.97504
39494.753193,2002,16741.359109
39018.935851,2002,16743.741832
39525.169394,2002,16746.125094
39211.308405,2002,16748.532876
39998.150611,2002,16750.918875
41206.756923,2002,16753.319584
41162.849399,2002,16755.704226
39685.972114,2002,16758.08174
41189.04117,2002,16760.479023
37910.983489,2002,16762.877074
41150.731681,2002,16765.255594
41138.327316,2002,16767.637885
39044.593799,2002,16770.026256
41168.932295,2002,16772.410011
40394.114971,2002,16773.901824
38679.118831,2002,16776.315019
40325.148723,2002,16778.720326
41111.654983,2002,16781.10978
39686.04904,2002,16783.497432
41157.57574,2002,16785.878113
41023.328184,2002,16788.270338
35598.234077,2002,16790.662386
27532.58703,2002,16793.081494
32556.037962,2002,16795.487531
27884.371102,2002,16797.882543
41170.014083,2002,16800.276005
40119.250246,2002,16802.6922
41105.304443,2002,16805.120964
41158.608289,2002,16807.518421
39808.965221,2002,16809.916496
40456.953046,2002,16812.309477
38514.026386,2002,16814.695243
41060.692197,2002,16817.101651
40480.940229,2002,16819.514042
41085.090244,2002,16821.940713
40495.39611,2002,16824.333136
39632.427047,2002,16826.71939
40087.22606,2002,16829.115686
40617.888994,2002,16831.52355
39465.243108,2002,16833.920271
40879.30788,2002,16836.31051
41063.018998,2002,16838.701504
41009.860271,2002,16841.12991
40660.809156,2002,16843.521971
40748.076069,2002,16845.910669
39315.961931,2002,16848.302251
39476.491241,2002,16850.697585
39767.451488,2002,16853.09932
39306.7841,2002,16855.485659
41019.720402,2002,16857.875033
38922.772892,2002,16860.27704
40447.440795,2002,16862.698331
39592.071679,2002,16865.086689
39358.354582,2002,16867.479722
40891.39479,2002,16869.871027
38392.106568,2002,16872.263748
40052.847269,2002,16874.648378
38830.351321,2002,16877.042416
39202.599336,2002,16879.434402
38727.521516,2002,16880.902634
38673.328372,2002,16883.302403
39869.004537,2002,16885.69706
40080.829784,2002,16888.089552
41224.358323,2002,16890.487443
39458.08469,2002,16892.884949
40224.579743,2002,16895.293515
41164.430852,2002,16897.712059
40473.937678,2002,16900.109671
41148.500061,2002,16902.500374
39414.839549,2002,16904.889036
41074.98656,2002,16907.284353
41051.211121,2002,16909.695412
41193.865315,2002,16912.098923
40938.749373,2002,16914.545684
39238.967669,2002,16916.953033
38791.71966,2002,16919.353413
38921.978903,2002,16921.740539
40028.508909,2002,16924.138149
40728.921553,2002,16926.532818
37511.685159,2002,16928.926572
40556.439624,2002,16931.314077
39122.580438,2002,16933.699194
40799.034682,2002,16936.095614
38938.574269,2002,16938.484196
33698.367568,2002,16940.876893
38840.767996,2002,16943.280605
34453.491189,2002,16945.678106
37092.858045,2002,16948.06526
40228.481685,2002,16950.463009
36690.500798,2002,16952.848197
39124.338952,2002,16955.243312
39468.741141,2002,16957.636967
40845.189761,2002,16960.036542
39182.179009,2002,16962.439687
40892.784094,2002,16964.85059
38358.436149,2002,16967.24158
40838.676004,2002,16969.637942
39476.131191,2002,16972.030223
39971.515803,2002,16974.421258
39009.301038,2002,16976.810982
39961.32133,2002,16979.196839
40707.285303,2002,16981.588486
39496.579362,2002,16983.975382
39173.368995,2002,16985.455098
40759.301824,2002,16987.851416
40870.595476,2002,16990.249195
39628.276442,2002,16992.664737
40769.43335,2002,16995.069446
39337.25167,2002,16997.459916
40903.043885,2002,16999.874478
39601.337076,2002,17002.292689
39022.081957,2002,17004.685062
40356.967705,2002,17007.071863
39830.581976,2002,17009.458812
38673.257108,2002,17011.842812
40157.846864,2002,17014.23487
38970.739107,2002,17016.621431
39736.845403,2002,17019.020048
40866.128458,2002,17021.411005
38855.518591,2002,17023.802645
39945.918051,2002,17026.192955
40780.100276,2002,17028.585031
38933.133999,2002,17030.975615
40712.81805,2002,17033.370528
39871.215326,2002,17035.760153
39635.00378,2002,17038.155614
39948.824054,2002,17040.560411
38326.41644,2002,17043.021646
39492.6504,2002,17045.467703
39099.823212,2002,17047.87104
39919.853917,2002,17050.27466
40208.675358,2002,17052.673636
38471.427453,2002,17055.063607
39661.988802,2002,17057.451884
39592.862916,2002,17059.842074
40027.796406,2002,17062.236576
39422.948106,2002,17064.629389
41107.551493,2002,17067.013533
41088.320095,2002,17069.40727
41089.091247,2002,17111.913169
41138.673385,2002,17114.309998
41144.188796,2002,17116.719454
40437.896456,2002,17119.120691
40436.126465,2002,17121.520769
41193.977547,2002,17123.923687
41200.630277,2002,17126.323925
40076.430138,2002,17128.722477
40231.267303,2002,17131.126498
41164.367709,2002,17133.531761
39916.589225,2002,17135.948865
39549.457031,2002,17138.345896
40434.28186,2002,17140.748415
39658.96663,2002,17143.15192
39962.81429,2002,17145.547574
41187.590406,2002,17147.947784
41112.634299,2002,17150.375423
41200.222361,2002,17152.776436
41153.359207,2002,17155.184045
40329.057644,2002,17157.590142
41228.78335,2002,17159.988567
40273.270299,2002,17162.387706
40537.902234,2002,17164.799856
40991.016773,2002,17167.199238
39826.85359,2002,17169.597503
39634.547454,2002,17171.997364
38366.355519,2002,17174.397771
40817.585834,2002,17176.804495
40951.261892,2002,17179.225286
40335.389677,2002,17181.642062
41040.179923,2002,17184.048731
34793.714659,2002,17186.45992
39306.292267,2002,17188.884829
38612.603592,2002,17191.278043
39921.382842,2002,17193.758555
38137.853212,2002,17196.190675
40786.483787,2002,17198.592326
38491.567607,2002,17200.991969
36880.563132,2002,17203.389102
38238.960461,2002,17205.778956
41144.602509,2002,17208.178869
40214.281702,2002,17210.594468
39863.331128,2002,17212.999373
40902.520723,2002,17215.392559
39914.923769,2002,17216.863671
39982.352879,2002,17219.2699
41096.037882,2002,17221.678798
41130.764208,2002,17224.083298
38970.115784,2002,17226.488623
38900.625873,2002,17228.886343
39088.223561,2002,17231.288217
38622.074287,2002,17233.688676
38361.26357,2002,17236.078921
41018.80647,2002,17238.468288
40899.432311,2002,17240.879317
41162.20095,2002,17243.286602
39951.813076,2002,17245.682178
37266.51154,2002,17248.082186
41181.898971,2002,17250.47839
38866.71227,2002,17252.869555
34706.764859,2002,17255.263638
41178.474614,2002,17257.654957
39607.848572,2002,17260.059424
40395.829979,2002,17262.457086
39658.49031,2002,17264.864208
39135.252096,2002,17267.257034
40959.341121,2002,17269.655742
41082.050357,2002,17272.061095
39940.07215,2002,17274.46083
41070.986488,2002,17276.84956
41150.36094,2002,17279.256221
39677.598452,2002,17281.647784
41037.670013,2002,17284.048794
39604.172123,2002,17286.440979
40967.509602,2002,17288.835933
41061.651698,2002,17291.227177
39575.825191,2002,17293.627302
39320.871741,2002,17296.022945
40667.01048,2002,17298.414086
39544.87056,2002,17300.808384
40321.168285,2002,17303.236798
40595.448968,2002,17305.622926
39547.843211,2002,17308.011532
41006.054224,2002,17310.40545
40515.626676,2002,17312.786754
37079.265324,2002,17315.178935
41117.394312,2002,17317.571362
41157.349762,2002,17319.966007
39639.521081,2002,17322.350274
41057.088958,2002,17323.826322
39673.300107,2002,17326.217138
39503.673598,2002,17328.612413
39372.636964,2002,17331.006445
39838.229443,2002,17333.401137
39476.169183,2002,17335.791654
40030.111149,2002,17338.192073
40954.260571,2002,17340.594757
39644.9479,2002,17342.987383
40000.440039,2002,17345.381771
39634.638622,2002,17347.771027
40379.666778,2002,17350.158863
39540.356867,2002,17352.556072
37954.312633,2002,17354.984803
39634.43913,2002,17357.375478
40756.899789,2002,17359.782828
40647.455939,2002,17362.18866
39136.084515,2002,17364.590839
40363.541654,2002,17367.018725
38286.916953,2002,17369.416466
37248.405532,2002,17371.811813
40757.100924,2002,17374.206958
40986.431247,2002,17376.601465
39364.757711,2002,17379.003642
39221.624358,2002,17381.416762
40933.033054,2002,17383.803978
41070.784977,2002,17386.195569
40275.873085,2002,17388.591105
39495.761989,2002,17390.98102
40087.629111,2002,17393.380028
41077.161948,2002,17395.775902
39271.240815,2002,17398.165746
41135.780986,2002,17400.55946
40008.811603,2002,17402.982659
40129.298597,2002,17405.383493
40236.629977,2002,17407.769944
40099.404059,2002,17410.163924
39339.512674,2002,17412.553496
39824.651509,2002,17414.94394
41183.359451,2002,17417.330923
41148.133331,2002,17419.720103
39166.517781,2002,17422.114194
39976.215289,2002,17424.503804
39986.201483,2002,17426.889007
40909.036099,2002,17428.355391
41022.687837,2002,17430.749316
41206.3567,2002,17433.14406
40164.13681,2002,17435.538159
41079.406151,2002,17437.931171
40317.285714,2002,17440.327404
40063.64839,2002,17442.71266
39462.581926,2002,17445.098589
40722.340006,2002,17447.489205
41227.474787,2002,17449.880904
41283.967646,2002,17452.27589
41225.420089,2002,17454.668864
40124.550184,2002,17457.056048
40096.560602,2002,17459.454212
39199.387902,2002,17461.848678
41249.918731,2002,17464.240709
40531.688269,2002,17466.629139
41246.456459,2002,17469.021635
41289.816492,2002,17471.410856
39388.283803,2002,17473.803941
41235.598623,2002,17476.198674
41289.060398,2002,17478.59825
41221.736536,2002,17480.992471
39550.396815,2002,17483.387048
39356.12782,2002,17485.772553
41174.683397,2002,17488.166838
41159.686931,2002,17490.552228
40146.174719,2002,17492.941121
39496.721216,2002,17495.336085
40353.115683,2002,17497.729068
41073.53145,2002,17500.123799
41186.173688,2002,17502.514137
41053.740204,2002,17504.902543
41112.043172,2002,17507.291523
40877.159342,2002,17509.692633
39742.212856,2002,17512.083395
40734.248611,2002,17514.474885
39674.816811,2002,17516.870924
37994.665027,2002,17519.277131
39966.658722,2002,17521.673247
41173.685631,2002,17524.060985
40007.402458,2002,17526.45308
39911.243579,2002,17528.839214
40910.704621,2002,17531.230569
40043.669466,2002,17533.614209
39885.029027,2002,17535.085563
36134.777363,2002,17537.479762
39640.27668,2002,17539.87911
39456.137372,2002,17542.289524
38769.694048,2002,17544.710316
39587.241408,2002,17547.103786
40677.579446,2002,17549.497198
38960.056076,2002,17551.88689
40454.275231,2002,17554.278249
39793.526916,2002,17556.66822
39505.893949,2002,17559.069102
37968.060976,2002,17561.482551
39884.17486,2002,17563.875127
39236.888041,2002,17566.260941
39381.785425,2002,17568.658117
32713.850598,2002,17571.049945
34674.204077,2002,17573.451226
38281.801059,2002,17575.842051
38687.174279,2002,17578.233201
29700.553703,2002,17580.623822
38385.754218,2002,17583.016827
40751.131571,2002,17585.40849
37549.802649,2002,17587.806726
37891.842505,2002,17590.200857
39476.465895,2002,17592.587652
37978.295954,2002,17594.977041
39458.346931,2002,17597.367181
39307.538091,2002,17599.757115
39214.744954,2002,17602.148039
39073.933164,2002,17604.549138
39886.009247,2002,17606.940614
40294.712605,2002,17609.334322
35760.714154,2002,17611.719712
38502.836256,2002,17614.116907
39988.486343,2002,17616.507863
40952.769776,2002,17618.898379
40973.935554,2002,17621.311431
40661.497837,2002,17623.705022
39952.621044,2002,17626.099145
41051.811649,2002,17628.485161
39760.901095,2002,17630.877055
40682.271875,2002,17633.260839
39615.940179,2002,17635.64624
39572.84761,2002,17638.024889
39585.423688,2002,17639.498378
40541.965071,2002,17641.925945
39094.91672,2002,17644.33015
40020.430459,2002,17646.736156
41189.893045,2002,17649.16169
41141.119515,2002,17651.558767
39679.686623,2002,17653.950553
39777.345276,2002,17656.340312
36388.270423,2002,17658.731956
41187.186159,2002,17661.119026
39505.89035,2002,17663.510656
40543.60824,2002,17665.905388
35296.505391,2002,17668.301834
41077.484287,2002,17670.693263
39019.67978,2002,17673.083525
38182.484576,2002,17675.478801
37058.492265,2002,17677.870737
37956.249559,2002,17680.264447
40922.407302,2002,17682.654121
38695.155867,2002,17685.065063
39268.12082,2002,17687.461939
40586.827206,2002,17689.856604
38726.005907,2002,17692.2514
40807.268636,2002,17694.64553
40003.743087,2002,17697.033936
41110.165648,2002,17699.431351
41130.030477,2002,17701.824446
37591.680497,2002,17704.227373
41085.686525,2002,17746.47248
39568.200422,2002,17748.863126
41055.51197,2002,17751.256176
41157.041062,2002,17753.654997
41187.93515,2002,17756.053236
39575.283958,2002,17758.451135
41002.979249,2002,17760.857332
40971.117321,2002,17763.251101
38344.395274,2002,17765.659309
39192.294421,2002,17768.063293
40492.438564,2002,17770.465844
39689.213742,2002,17772.864872
36832.486151,2002,17775.256998
40085.42231,2002,17777.650916
40105.645902,2002,17780.045642
39075.750933,2002,17782.441469
38758.130909,2002,17784.841256
40243.571889,2002,17787.232549
40043.635918,2002,17789.625318
41196.70058,2002,17792.019965
39376.742994,2002,17794.422965
39354.795594,2002,17796.817705
38558.493485,2002,17799.216746
41206.214114,2002,17801.615747
32689.857588,2002,17804.022173
40580.786555,2002,17806.410779
39543.695467,2002,17808.807963
32757.866831,2002,17811.201551
39800.538801,2002,17813.597048
41088.187452,2002,17815.984973
37756.374406,2002,17818.383679
40848.778123,2002,17820.804206
38763.856903,2002,17823.197762
39317.73718,2002,17825.585517
37140.218145,2002,17827.984977
39203.990873,2002,17830.370512
37193.869147,2002,17832.757518
40211.46657,2002,17835.145537
35875.84707,2002,17837.531633
37962.212057,2002,17839.92853
39180.964159,2002,17842.32129
40626.480588,2002,17844.715921
38717.229047,2002,17847.10313
40396.162033,2002,17849.506351
21406.547869,1367,17850.52811
40117.147971,2002,17852.92381
41107.437111,2002,17855.326533
10876.074771,898,17856.918532
14771.28922,1077,17857.727532
36706.450661,2002,17860.13011
41201.169362,2002,17862.525033
39890.758961,2002,17864.908547
41221.457776,2002,17867.308623
41187.76926,2002,17869.707805
39079.165059,2002,17872.104626
40392.389578,2002,17874.497072
39661.392143,2002,17876.889449
39609.237793,2002,17879.281065
39412.036617,2002,17881.679907
39669.479622,2002,17884.066439
39880.290457,2002,17886.462699
40683.464393,2002,17888.849714
40285.616381,2002,17891.2436
40765.961727,2002,17893.629804
40181.594383,2002,17896.017442
39309.887163,2002,17898.409088
39157.066461,2002,17900.824591
40713.889338,2002,17903.229952
40515.232621,2002,17905.618212
39651.550817,2002,17908.02857
38329.90135,2002,17910.417788
40159.381127,2002,17912.808771
39026.745453,2002,17915.196709
40284.702447,2002,17917.594141
41242.446556,2002,17919.995711
39553.727195,2002,17921.477167
37180.499554,2002,17923.88016
35758.817677,2002,17926.283725
31008.817842,2002,17928.68134
40048.818992,2002,17931.07325
39451.084264,2002,17933.479748
28806.904612,2002,17935.874683
40900.345289,2002,17938.275204
30655.957304,2002,17940.677766
39915.188797,2002,17943.074219
41043.766785,2002,17945.478944
39408.97186,2002,17947.876747
41084.270664,2002,17950.280558
40991.843343,2002,17952.675321
40975.743417,2002,17955.06986
39343.926172,2002,17957.470437
39566.474075,2002,17959.875141
38455.667342,2002,17962.276481
41193.047152,2002,17964.676431
41243.310248,2002,17967.074104
41235.176441,2002,17969.457441
39304.672291,2002,17971.845034
39389.264508,2002,17974.239371
39333.007774,2002,17976.625861
41040.654675,2002,17979.037374
41094.746399,2002,17981.42239
38216.06001,2002,17983.824205
41160.943027,2002,17986.215817
40526.991283,2002,17988.617455
39168.182459,2002,17991.010263
39475.966216,2002,17993.394688
39955.74018,2002,17995.784116
40875.60033,2002,17998.168287
39317.840093,2002,18000.56315
39123.517624,2002,18002.969354
40835.247574,2002,18005.356335
39678.48539,2002,18007.744154
40777.802662,2002,18010.13039
38751.540303,2002,18012.519248
37705.786349,2002,18014.905114
40691.778167,2002,18017.290913
40474.534102,2002,18019.679236
40660.244009,2002,18022.067053
41006.668687,2002,18024.457813
36705.111522,2002,18026.836967
33599.483802,2002,18028.305016
37960.823649,2002,18030.686511
39541.77598,2002,18033.068859
36188.062084,2002,18035.45735
36541.160694,2002,18037.849723
36429.488794,2002,18040.243877
40555.275439,2002,18042.633107
36034.60641,2002,18045.024836
40435.125211,2002,18047.422912
41023.009526,2002,18049.81366
40805.815781,2002,18052.211127
38911.309218,2002,18054.607594
40566.575628,2002,18057.004017
35905.494789,2002,18059.400143
35775.55881,2002,18061.787449
39064.368987,2002,18064.174118
41211.364886,2002,18066.575697
40596.052102,2002,18068.975173
37719.576109,2002,18071.370047
39763.645037,2002,18073.754748
38134.18665,2002,18076.144427
39530.087217,2002,18078.547098
40086.077036,2002,18080.964977
39610.346171,2002,18083.366252
39965.84728,2002,18085.759671
35946.880048,2002,18088.152057
41132.216368,2002,18090.54078
41180.235135,2002,18092.932668
40535.832126,2002,18095.324605
41096.489437,2002,18097.714461
40912.534637,2002,18100.1065
38654.469648,2002,18102.497202
40235.711995,2002,18104.882425
39336.410577,2002,18107.270613
40355.187322,2002,18109.664667
40941.238939,2002,18112.056649
39956.268731,2002,18114.450424
41121.308793,2002,18116.845633
39338.248244,2002,18119.236171
39093.620662,2002,18121.628778
41133.253169,2002,18124.047535
38572.233153,2002,18126.436823
40900.044111,2002,18128.830122
40043.417892,2002,18131.225381
41035.566665,2002,18132.696926
36883.46044,2002,18135.089671
39617.114811,2002,18137.48008
41156.781416,2002,18139.877522
39419.371688,2002,18142.285268
39981.1747,2002,18144.70402
39627.045066,2002,18147.101939
41144.024612,2002,18149.504146
37932.753631,2002,18152.015879
41193.021869,2002,18154.412354
39495.734556,2002,18156.810694
39363.100217,2002,18159.221385
39190.70276,2002,18161.61838
35351.346799,2002,18164.036115
34870.715476,2002,18166.437699
41176.806621,2002,18168.83025
38712.264205,2002,18171.226383
39878.642579,2002,18173.654698
38507.623573,2002,18176.063905
40908.068701,2002,18178.462182
41135.907498,2002,18180.864419
38041.217405,2002,18183.264382
40775.953112,2002,18185.655771
40366.039942,2002,18188.0515
39689.118672,2002,18190.444646
39718.04455,2002,18192.837161
39611.540752,2002,18195.227812
40539.773837,2002,18197.62151
38780.740354,2002,18200.015734
39529.350684,2002,18202.415048
39017.705082,2002,18204.808059
35716.28844,2002,18207.196657
37281.671636,2002,18209.593191
34784.43018,2002,18211.996584
41023.517033,2002,18214.39654
40940.389358,2002,18216.791861
40788.275877,2002,18219.193688
39350.014263,2002,18221.594489
29431.877659,2002,18223.98719
35248.247284,2002,18226.383456
35605.295055,2002,18228.782054
31188.395229,2002,18231.171683
21950.02121,2002,18233.560342
29993.543242,2002,18235.951774
38346.391656,2002,18238.337787
39810.596716,2002,18239.83795
40765.694374,2002,18242.237301
38902.137783,2002,18244.637844
38636.60528,2002,18247.036783
39346.390929,2002,18249.438139
41222.914208,2002,18251.835685
32727.906677,2002,18254.233396
39712.55199,2002,18256.624853
41023.963985,2002,18259.02229
39639.738244,2002,18261.429572
41024.801702,2002,18263.822431
40991.916,2002,18266.220795
40976.829423,2002,18268.632262
38674.547,2002,18271.035601
41144.898777,2002,18273.43471
40693.210733,2002,18275.835272
40711.899969,2002,18278.274619
38912.797709,2002,18280.671997
40316.282944,2002,18283.06976
41031.302569,2002,18285.461029
37068.553935,2002,18287.857339
37630.692843,2002,18290.2541
38639.120047,2002,18292.650697
39328.336318,2002,18295.045588
39982.778395,2002,18297.441102
40879.366549,2002,18299.837471
40061.40766,2002,18302.236012
41062.189741,2002,18304.641002
40788.392689,2002,18307.041418
39882.62051,2002,18309.439539
40802.261908,2002,18311.834241
37689.420168,2002,18314.22557
40568.197852,2002,18316.618855
41044.470481,2002,18319.013531
37479.688008,2002,18321.405238
35666.407123,2002,18323.805911
38784.068578,2002,18326.218692
39786.031746,2002,18328.61644
41086.755652,2002,18331.01618
41167.686208,2002,18333.422986
38577.674141,2002,18335.815165
38861.78027,2002,18338.211148
38277.915745,2002,18380.93219
40445.489369,2002,18383.331629
40889.595419,2002,18385.732313
39453.975061,2002,18388.13125
41152.899816,2002,18390.535148
41085.24565,2002,18392.933653
40851.789165,2002,18395.32925
40030.203427,2002,18397.721507
41071.193949,2002,18400.122223
40869.975601,2002,18402.515941
40897.454956,2002,18404.909283
40667.609509,2002,18407.309823
36955.290998,2002,18409.705537
41102.162809,2002,18412.106593
38488.740159,2002,18414.511577
39899.555268,2002,18416.90314
39831.246347,2002,18419.301366
35382.305436,2002,18421.690445
40297.637563,2002,18424.081454
39286.213525,2002,18426.476918
40891.745813,2002,18428.870674
38591.607859,2002,18431.262206
37682.253505,2002,18433.661251
40703.304309,2002,18436.054039
38753.543346,2002,18438.455791
39582.325839,2002,18440.849932
39594.536869,2002,18443.253665
40091.464621,2002,18445.648205
37472.578643,2002,18448.049371
38699.04659,2002,18450.445369
40471.806,2002,18452.841561
40636.768683,2002,18455.245102
40017.424536,2002,18457.645499
41109.609653,2002,18460.057559
40270.789164,2002,18462.455415
41057.579222,2002,18464.8498
41072.286255,2002,18467.241736
40682.629586,2002,18469.640234
40972.145154,2002,18472.042296
40514.813544,2002,18474.439945
38122.744569,2002,18476.830535
40867.942595,2002,18479.222062
38027.163333,2002,18481.616674
38990.003326,2002,18484.003585
40352.341391,2002,18485.480577
28027.581262,2002,18487.878149
31071.668485,2002,18490.28354
40598.992552,2002,18492.683635
37053.76011,2002,18495.078031
38669.794863,2002,18497.474081
37658.851668,2002,18499.875273
36625.430278,2002,18502.277097
40037.122999,2002,18504.696709
40132.941796,2002,18507.089761
40876.474113,2002,18509.484714
38844.961384,2002,18511.883187
36807.09458,2002,18514.279514
40072.32797,2002,18516.674925
39584.660759,2002,18519.074779
39495.590227,2002,18521.466876
40734.847741,2002,18523.869969
38077.21485,2002,18526.272683
38861.713884,2002,18528.673646
41052.973721,2002,18531.075488
40749.765905,2002,18533.477847
41134.885956,2002,18535.873995
39998.535599,2002,18538.276191
39786.533961,2002,18540.673376
37715.630202,2002,18543.069834
37839.578292,2002,18545.463384
38113.425263,2002,18547.856308
39205.036131,2002,18550.255959
35824.122539,2002,18552.646664
38134.179838,2002,18555.045709
35397.046359,2002,18557.441231
38078.048256,2002,18559.83375
40948.589975,2002,18562.228335
41114.260214,2002,18564.625388
38493.953971,2002,18567.021724
38668.691236,2002,18569.420258
41153.862364,2002,18571.815408
39335.192697,2002,18574.217487
40810.242618,2002,18576.617199
40716.380945,2002,18579.025339
40889.271297,2002,18581.421591
40532.252486,2002,18583.815135
38891.434823,2002,18586.206138
39646.01862,2002,18588.604832
40095.788609,2002,18591.013254
