#{"t_start": 1607710282.5373962, "env_id": null}
r,l,t
-2491.187926,88,669.843183
-2623.937215,122,670.443612
-2745.215349,123,671.073257
-2630.949931,126,671.689054
-2231.507684,128,672.325081
-2577.824468,94,674.953281
-1770.14373,101,675.543869
-3084.479863,119,676.137007
-2676.84824,99,676.750697
-3371.978639,113,677.339482
-3376.244591,107,677.913188
-2387.34982,98,678.512412
-2542.364769,114,679.125492
-1748.684045,97,679.663675
-1755.551724,93,680.271008
-2657.111017,91,680.844498
-2539.672051,105,681.405782
-2371.138819,102,682.022757
-3377.101934,103,682.556046
-1945.316837,92,683.075571
-3013.861294,96,683.674648
-1625.021617,117,684.305025
-2859.553711,106,684.940774
-2262.282082,95,685.474214
-2927.198462,101,686.104756
-2785.214634,85,688.560601
-1919.678162,106,689.126453
-2324.78549,98,689.6794
-2310.295668,112,690.262862
-1902.356529,95,690.862044
-2451.759256,129,691.472392
-3348.753418,114,692.129356
-2257.189596,92,692.67365
-2751.818915,102,693.237475
-2080.143283,97,693.781935
-2700.896717,91,694.374734
-1738.334487,89,694.900711
-3008.206879,106,695.553515
-2612.505281,105,696.172369
-2639.773096,110,696.769075
-2104.415693,93,697.307829
-2498.154324,115,697.933592
-1994.784817,117,698.582538
-1804.421929,95,699.212232
-2639.124536,97,699.726736
-3365.718034,99,702.218069
-2210.60945,137,702.882977
-3615.500883,106,703.439569
-2726.530248,115,704.056922
-2035.505576,103,704.595343
-3683.973911,112,705.204244
-2207.716914,103,705.774236
-2424.390666,106,706.374231
-2049.495299,109,706.946238
-3151.424982,105,707.596221
-2426.514918,101,708.176988
-2286.942496,105,708.76124
-1881.891408,85,709.310695
-2183.125087,110,709.939425
-2631.058068,95,710.506105
-2841.907177,97,711.078914
-2824.485203,118,711.65626
-2478.827915,111,712.272146
-2074.282566,80,712.766321
-2155.91758,90,713.295036
-1867.468028,101,715.855526
-2282.67587,119,716.439173
-1986.148762,110,717.024841
-1785.116603,123,717.639185
-3893.433885,122,718.236185
-1890.884588,127,718.860535
-2265.650468,116,719.49255
-2023.765913,117,720.08454
-2346.508463,109,720.712865
-3074.587698,107,721.352138
-2737.795523,115,721.946927
-2729.989915,100,722.488324
-2990.668695,100,723.060869
-2749.4613,93,723.641062
-2567.134969,131,724.275168
-3415.212816,121,724.862722
-2604.032427,118,725.426005
-3603.984663,109,726.004341
-2953.884723,87,728.695983
-2068.681113,120,729.322457
-2096.512738,95,729.910083
-2755.86686,104,730.512097
-2230.287067,94,731.058713
-2357.213424,102,731.624944
-2930.041822,111,732.208142
-2723.534122,95,732.792446
-3564.617774,103,733.371774
-1746.960163,108,733.977665
-2909.004588,102,734.609302
-3768.69109,107,735.207361
-2738.267272,110,735.795703
-1997.32897,107,736.451103
-1712.251406,112,737.065193
-2881.997275,89,737.661663
-2496.256557,116,738.226361
-1870.952079,115,738.833258
-2228.658153,125,739.420511
-2367.118975,128,742.025945
-3225.659327,118,742.638677
-2319.424883,94,743.190782
-2056.265124,117,743.778924
-3409.955538,107,744.390442
-2208.752725,113,744.98014
-2197.341226,124,745.590162
-3360.046004,113,746.219979
-2732.627887,113,746.804247
-2582.711627,132,747.438813
-1557.561082,108,748.042883
-2165.281985,109,748.709902
-1868.767707,150,749.440579
-1441.632113,122,750.07668
-1837.31698,88,750.620226
-4074.020682,112,751.217636
-1541.166514,106,751.826274
-2911.107991,130,752.487224
-2322.421376,135,755.07707
-3198.765738,101,755.719348
-3230.68857,117,756.324754
-2153.484851,115,756.972749
-2351.375554,123,757.557625
-2007.606526,102,758.125527
-2637.492756,132,758.781228
-1734.867777,123,759.472049
-2595.727643,115,760.081992
-2164.93975,115,760.659669
-2732.175013,98,761.274425
-2019.60012,91,761.807173
-2545.525639,101,762.439623
-2699.739696,104,763.062931
-3714.686484,127,763.670805
-2573.865444,137,764.356197
-2118.375732,124,764.952129
-3314.118757,111,765.592172
-3314.775072,127,768.408625
-2237.250605,118,768.988369
-2019.052353,125,769.691617
-3010.108921,108,770.275188
-2365.926861,120,770.86615
-2296.378789,139,771.512558
-3265.794695,96,772.064949
-1916.050071,113,772.666911
-1389.290328,115,773.297725
-2177.276143,109,773.86317
-1710.300271,110,774.442871
-3546.312335,98,774.988047
-2954.883856,101,775.588837
-2487.049356,113,776.195439
-2783.327483,95,776.729536
-4027.871179,114,777.358832
-2809.213355,103,777.92497
-2602.703822,133,778.593728
-2024.867129,132,781.272374
-2819.572166,108,781.914585
-3123.254853,125,782.54105
-3891.630134,115,783.143955
-2166.670824,112,783.756225
-3005.337263,110,784.379611
-2411.696057,111,784.938071
-3096.174293,108,785.609487
-2913.860417,122,786.235437
-2063.707284,110,786.958472
-2260.764856,128,787.594672
-1857.71119,106,788.152927
-1791.501203,120,788.796038
-2476.709506,136,789.409294
-3287.808658,111,790.056185
-2724.046905,128,790.709011
-2094.733695,86,791.212638
-2368.806802,137,793.779443
-1959.133805,88,794.317911
-2595.435484,123,794.928038
-2367.952752,110,795.541283
-2866.434023,109,796.226288
-2611.745119,116,796.800771
-3966.814862,123,797.429305
-2543.292445,112,798.012275
-2307.940973,124,798.595935
-2222.467151,120,799.273948
-2565.393573,114,799.953853
-2441.491217,119,800.532156
-1533.017127,99,801.091716
-2927.156613,115,801.690933
-3062.958277,115,802.28944
-1914.768371,99,802.869117
-2447.998166,104,803.48353
-2244.357054,127,804.122203
-3292.568802,119,804.703906
-2348.196881,125,807.225534
-1982.617252,98,807.781938
-2563.1176,117,808.463003
-2649.542667,105,809.061504
-1861.312493,109,809.640584
-2269.207191,114,810.320939
-2327.808824,111,810.942828
-2720.236915,113,811.525323
-2151.256466,142,812.165583
-2717.735312,117,812.772732
-2543.473121,106,813.340877
-2884.95788,116,813.984906
-2328.201719,102,814.558899
-2508.80984,145,815.225459
-1938.086842,88,815.792544
-2948.973903,96,816.312111
-2310.092735,101,816.957886
-2056.333204,93,817.494812
-2964.438278,113,820.147384
-1808.985342,121,820.762453
-2293.9954,110,821.375419
-2654.786446,118,821.976823
-3712.690678,102,822.592649
-3702.333348,118,823.257219
-1845.330249,106,823.842866
-2319.81034,117,824.42703
-1819.357154,131,825.040165
-2731.825007,127,825.674796
-2148.458155,115,826.277797
-2731.706899,130,826.942999
-2639.993077,99,827.527902
-3260.55855,125,828.135043
-2116.182697,102,828.743443
-3101.09162,122,829.362506
-1841.375786,124,829.9813
-2030.607913,120,832.564965
-2484.151168,121,833.178229
-1757.467613,117,833.826803
-2636.139622,107,834.421716
-1987.906703,118,835.037638
-1942.397341,103,835.583464
-1673.627343,107,836.224061
-2649.771546,129,836.871982
-2094.960066,100,837.458924
-2110.089183,93,837.978042
-1676.443432,104,838.5781
-2797.697356,102,839.159918
-2720.336323,112,839.744404
-3013.058761,131,840.433849
-2385.769025,107,841.014305
-2026.026799,112,841.621833
-2238.844445,128,842.230893
-2044.892189,96,842.781191
-3133.877163,116,843.397655
-2443.18282,125,846.029442
-2967.126126,120,846.673606
-2226.865478,121,847.276274
-1554.690855,116,847.899068
-2008.180924,122,848.579648
-2213.402773,123,849.208612
-2871.33222,115,849.814131
-1866.088738,104,850.379918
-3702.687952,111,850.977564
-2373.993918,124,851.596982
-2755.186933,111,852.177771
-2234.746171,109,852.797059
-1708.293918,102,853.343345
-2659.591957,113,853.940441
-3538.517926,101,854.529437
-2584.175078,126,855.159441
-1737.444578,117,855.806803
-2288.86226,106,856.415184
-2764.32076,102,859.028079
-2258.250152,125,859.663879
-2147.262126,144,860.301691
-3117.831656,132,860.927684
-1971.288704,107,861.509049
-2055.990091,133,862.143867
-3212.219642,144,862.815318
-2120.548177,123,863.442325
-2369.516741,114,864.046971
-1567.851638,101,864.629492
-2307.959051,121,865.251019
-2489.690302,118,865.911383
-1974.679102,126,866.563914
-1642.503407,123,867.174847
-1714.072418,115,867.78013
-2015.555077,109,868.376367
-1931.393046,126,869.012611
-2885.983418,125,871.574551
-2093.855029,110,872.13776
-2717.347386,114,872.831333
-2069.895508,125,873.471813
-2381.1694,140,874.315319
-2205.927498,114,874.97864
-1993.456041,127,875.625652
-2623.116019,109,876.528558
-1483.812217,116,877.18862
-1549.216795,110,877.811303
-2660.925608,110,878.400021
-2907.469057,114,879.065203
-1850.372291,107,879.664001
-1912.076211,91,880.207879
-2384.420301,145,880.88799
-2215.56936,121,881.490674
-1889.492427,124,882.09509
-1587.727272,98,885.572583
-3655.373163,111,886.213323
-2113.602259,135,886.857215
-1589.585043,116,887.555636
-2310.737283,128,888.406134
-1889.191849,115,889.233964
-2197.527789,115,890.05056
-2574.875595,130,890.937762
-2601.063552,139,891.613335
-1897.632702,120,892.261752
-2574.958865,118,892.916159
-2137.068554,117,893.559465
-1801.251474,111,894.198032
-2764.68365,131,895.052751
-3380.012325,135,895.824578
-1606.164839,139,896.680003
-2509.508039,144,897.565571
-2702.7868,121,901.461449
-2038.183251,133,902.082881
-1626.027639,98,902.810866
-1924.182353,119,903.49965
-1694.50159,122,904.177446
-2848.991545,139,904.831683
-2475.066835,138,905.49314
-2437.136189,115,906.098828
-2293.148535,113,906.68101
-2215.219094,118,907.303605
-1898.557084,116,907.943523
-2221.16699,128,908.572036
-2137.506123,114,909.247668
-2641.044781,137,909.887233
-2613.925018,154,910.610221
-3537.305303,110,911.195849
-2605.558293,113,913.880944
-2997.410501,109,914.498832
-2347.199351,110,915.09702
-1878.243372,117,915.74644
-2541.063525,137,916.446039
-2005.781882,116,917.049145
-2012.944554,138,917.675458
-1814.667843,135,918.298087
-2322.002734,116,918.934955
-1792.867784,132,919.614904
-2018.258013,114,920.214828
-2621.675792,129,920.86492
-2676.815568,108,921.464858
-1863.44834,134,922.082103
-2185.339432,113,922.699985
-2311.324175,123,923.338207
-2231.376162,122,924.006269
-2153.29307,116,926.776545
-2441.625473,129,927.41267
-3304.897041,149,928.162406
-3196.091359,121,928.82996
-1764.896815,139,929.49154
-2002.718892,119,930.094583
-2377.886839,128,930.716046
-2117.106288,125,931.332447
-1881.326246,135,931.965571
-2232.712452,130,932.599538
-2116.260555,137,933.24917
-2789.070667,133,933.934661
-2333.229701,139,934.610589
-2915.08209,102,935.213664
-1978.470124,124,935.829893
-1781.01102,108,936.427611
-1736.120007,112,939.107466
-3221.946712,120,939.711061
-2360.578229,122,940.366112
-2321.936275,149,941.064421
-1943.962548,118,941.715491
-3207.002461,147,942.384733
-1592.279351,105,943.016063
-1879.576404,129,943.679947
-2353.361559,125,944.279268
-2355.647839,116,944.861488
-2263.41349,131,945.494247
-2458.159557,132,946.162731
-2365.72846,108,946.795409
-2342.620482,129,947.433117
-1610.061963,120,948.081141
-2005.583005,121,948.669244
-2097.543887,128,949.333142
-2538.012387,148,951.97688
-2294.948277,129,952.603133
-2078.533693,153,953.248842
-3003.947319,114,953.831146
-3755.728401,134,954.496823
-2300.174956,142,955.198861
-3007.57445,133,955.828933
-2121.078156,127,956.451585
-2563.281771,99,957.075288
-2679.052128,140,957.725135
-1766.362268,152,958.462381
-2541.919343,139,959.086564
-2378.86946,104,959.682005
-1855.680688,114,960.334332
-2714.875778,142,960.990849
-3592.778078,131,963.873073
-1610.560011,120,964.494653
-2870.7874,125,965.130643
-2570.479793,105,965.679505
-2873.909106,125,966.313503
-2019.390384,164,967.042806
-3442.438819,121,967.634965
-1487.694821,127,968.298962
-1820.178839,132,969.011365
-1985.919639,132,969.686201
-2411.334597,140,970.402097
-3023.891075,103,971.007593
-3785.244037,132,971.673524
-3260.701453,162,972.408468
-1717.422096,131,973.042953
-2954.717088,125,973.664025
-3026.615528,122,976.227709
-2445.101891,108,976.832441
-2907.269228,134,977.465326
-2013.459564,134,978.113055
-2512.046375,150,978.765348
-3143.429702,113,979.365688
-2806.074674,119,980.028169
-2862.145913,104,980.595415
-4150.948562,129,981.249034
-3889.359415,152,981.963664
-2057.947614,113,982.567154
-2604.193856,123,983.182257
-2057.287864,153,983.829272
-1807.133213,117,984.500801
-2136.157254,119,985.11378
-3778.504289,112,985.712918
-2655.665621,123,988.261997
-2323.870777,137,988.9093
-2442.208358,128,989.603299
-2591.847197,109,990.216452
-2672.492773,119,990.858024
-1781.028538,127,991.472661
-2088.550772,128,992.146287
-2515.451495,108,992.73202
-2066.814382,125,993.365062
-3194.866932,131,994.033781
-2272.635255,141,994.698642
-1461.016,126,995.329641
-1640.633994,117,995.947052
-2393.077777,121,996.635041
-2185.45303,114,997.259121
-2231.156664,155,997.94635
-2190.965992,138,998.664749
-2589.986799,106,1001.315915
-2668.597317,143,1002.164117
-1586.122943,116,1002.969769
-1873.332868,143,1003.859038
-2173.737031,127,1004.642797
-1384.185949,130,1005.299756
-2414.387912,141,1006.084443
-2624.766346,132,1006.817199
-1405.052709,134,1007.545356
-2084.038431,116,1008.461747
-3303.294987,127,1009.473633
-2598.064156,134,1010.284157
-2605.011582,123,1011.134225
-1895.612272,122,1012.136996
-2324.159659,122,1012.986861
-1841.356918,130,1013.918095
-1997.570038,148,1018.583109
-1911.223344,121,1019.317835
-2397.816121,137,1020.040048
-2857.448217,136,1020.797325
-2925.898148,115,1021.546802
-1799.987923,120,1022.242538
-2705.861515,137,1022.888687
-3456.460085,114,1023.476097
-1772.321754,118,1024.282841
-2416.784485,105,1024.886302
-1840.915756,115,1025.514825
-1800.161196,120,1026.108838
-2369.836867,121,1026.73455
-2611.366383,142,1027.388346
-1916.902332,141,1028.110358
-3153.180379,139,1028.752059
-3448.131311,141,1031.551459
-1677.191545,126,1032.184166
-1471.655737,119,1032.841294
-2057.397567,145,1033.498325
-3651.013332,141,1034.15822
-2723.456921,153,1034.831352
-2553.142521,152,1035.541888
-2943.348544,129,1036.134264
-2772.897305,120,1036.800046
-1989.14236,146,1037.457569
-2191.712918,109,1038.085152
-1699.097009,143,1038.698705
-2747.622952,140,1039.362471
-2165.021517,129,1039.980909
-1963.752748,109,1040.559213
-2380.154655,138,1043.668118
-2666.507081,101,1044.460982
-2391.293113,109,1045.112261
-2519.814663,121,1045.997345
-1992.070837,131,1046.739528
-2195.375398,125,1047.630239
-1811.679747,121,1048.492844
-1749.874841,118,1049.275579
-2004.1875,148,1049.950919
-3325.695077,107,1050.633993
-1758.328383,106,1051.264766
-1388.947926,139,1051.95056
-3379.858983,114,1052.649859
-3742.987798,141,1053.623516
-2671.400188,139,1054.667347
-2398.593968,132,1055.787765
-2648.220431,125,1056.743571
-2735.019866,132,1060.425854
-2270.289411,99,1061.227622
-1638.006593,127,1061.916564
-2819.382207,150,1062.596625
-2022.302718,140,1063.259242
-3356.295122,116,1063.827803
-2707.830734,130,1064.66695
-3272.31269,136,1065.281771
-2210.657978,102,1065.982518
-2400.306309,152,1066.676549
-2137.175757,153,1067.36661
-1549.501661,126,1067.967638
-2374.607692,112,1068.633313
-2879.218266,112,1069.234807
-3888.213922,125,1070.09401
-3142.38722,143,1073.23301
-2253.444434,110,1073.954297
-2197.914472,129,1074.661478
-2011.715437,135,1075.481585
-2274.376864,110,1076.159856
-2419.96514,117,1076.82732
-2455.696075,113,1077.392995
-2179.731285,145,1078.086042
-1734.200712,141,1078.759843
-1894.648139,120,1079.390313
-2942.558615,140,1080.074343
-1942.96244,121,1080.726043
-2477.007313,115,1081.365611
-2542.57292,121,1082.020376
-1390.139875,109,1082.619766
-1757.355525,124,1083.232114
-3618.084546,118,1083.85395
-1300.270296,118,1086.345362
-2692.102088,147,1087.002829
-3056.248547,117,1087.609356
-2055.314806,133,1088.249366
-1919.326011,117,1088.877306
-2709.103929,138,1089.553176
-1930.920047,117,1090.188097
-2059.462606,156,1090.845198
-2981.10744,171,1091.622345
-2076.833167,115,1092.209102
-2389.811844,139,1092.832735
-3185.240261,131,1093.498728
-1898.292877,94,1094.070342
-3783.811767,115,1094.676682
-2497.421831,130,1095.336509
-2363.039367,121,1095.933088
-2671.401331,107,1098.469892
-2950.089564,119,1099.068792
-1679.636051,125,1099.669444
-1414.554804,136,1100.378537
-3513.066927,132,1101.033841
-2588.545572,160,1101.738212
-1916.531297,124,1102.375846
-3142.089181,155,1103.084363
-2921.76714,104,1103.642691
-1819.252272,113,1104.308465
-2374.800917,137,1104.969517
-1654.572641,137,1105.613052
-1854.145054,141,1106.330626
-1708.27141,133,1106.965486
-2149.628354,140,1107.643418
-1927.796574,118,1108.293888
-1814.110936,143,1110.892271
-1946.091187,105,1111.453929
-3354.685362,128,1112.063885
-2894.90694,133,1112.686765
-1636.963112,98,1113.244521
-2183.723945,151,1113.910563
-3245.470714,129,1114.584358
-2303.90787,120,1115.218459
-2666.579368,147,1115.869449
-2084.999931,174,1116.553163
-3271.026963,121,1117.218841
-2644.995725,133,1117.876766
-2286.280439,120,1118.527897
-3814.948517,131,1119.245446
-2458.257573,144,1119.953019
-3510.466999,126,1122.73934
-3786.262594,110,1123.354044
-3085.465017,122,1123.955906
-2546.521038,129,1124.615865
-2557.972197,153,1125.253153
-2136.960378,117,1125.831017
-1777.60826,131,1126.487009
-3074.522019,162,1127.293018
-2631.497144,154,1128.167532
-2265.793038,126,1128.949587
-2707.488787,123,1129.59846
-1771.534206,126,1130.190329
-2036.949962,145,1130.898418
-2896.147707,109,1131.469125
-2045.744902,114,1132.037577
-2125.096595,142,1132.681739
-3336.114212,135,1135.197341
-1480.022475,138,1135.837451
-2219.584602,127,1136.483086
-2075.778863,139,1137.216442
-1603.776527,128,1137.868012
-3208.367756,141,1138.527014
-2796.468528,143,1139.243985
-2842.408534,125,1139.86708
-2241.950342,109,1140.433243
-1801.235376,146,1141.116462
-2382.493849,133,1141.778468
-1886.040769,125,1142.416687
-2982.337338,159,1143.097763
-3904.566017,121,1143.71852
-2747.792003,118,1144.3227
-2260.686603,131,1146.845748
-1877.033953,118,1147.479076
-1655.354496,117,1148.142792
-3166.62919,132,1148.755503
-1523.698112,137,1149.369848
-3372.648777,134,1150.034057
-2480.726108,121,1150.638803
-2057.675445,139,1151.322041
-1861.901924,142,1151.980223
-2343.497773,114,1152.600521
-3262.568608,138,1153.292629
-3692.920131,146,1153.966141
-3526.922758,127,1154.585804
-3560.989796,122,1155.219836
-1455.642125,131,1155.853596
-1863.818238,126,1156.466749
-4517.308022,138,1158.944546
-3546.946873,107,1159.483326
-2861.345474,139,1160.149894
-2914.652786,136,1160.838131
-2491.966651,147,1161.514746
-2703.638369,139,1162.187708
-2153.445495,124,1162.81234
-3095.778864,110,1163.438459
-2158.666247,134,1164.071406
-4436.921089,128,1164.800988
-3577.654983,133,1165.448107
-3222.868239,124,1166.0537
-2778.537359,121,1166.634068
-1403.467887,139,1167.302339
-3027.978679,145,1167.979427
-1884.974678,112,1168.64362
-1521.64036,123,1171.121311
-1984.713509,124,1171.712273
-2971.966915,113,1172.303967
-1336.687676,126,1172.900323
-2750.455004,145,1173.580125
-2111.242919,125,1174.280503
-3449.814335,118,1174.899814
-2980.32379,130,1175.617355
-3023.225403,163,1176.723977
-2424.216328,129,1177.597882
